      ,InitSim              ,DlgSim              ,QuestMark,Dup  ,What ,Where,When ,Why  ,Who  ,How  ,AbsPos,NormPos            ,Len,LenUni,LenStem,Starter,Thank,ExMark,Feedback,SenScr(Neg),SenScr(Neu),SenScr(Pos),Lex(Pos),Lex(Neg),label
568_6 ,0.1649368571466101   ,0.4763794907237754  ,False    ,False,False,False,False,False,False,False,6     ,1.0                ,28 ,27    ,27     ,False  ,False,False ,False   ,0.0        ,0.85       ,0.15       ,3       ,0       ,FD PA
569_0 ,1.000000000000001    ,0.12022011299938222 ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,17 ,17    ,17     ,True   ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,OQ
569_1 ,0.11311843435371187  ,0.9523543769985492  ,False    ,False,False,False,False,True ,False,False,1     ,0.3333333333333333 ,63 ,44    ,41     ,False  ,False,True  ,True    ,0.015      ,0.852      ,0.133      ,1       ,0       ,PA
569_2 ,0.0523036413916208   ,0.27569007958890457 ,False    ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,3  ,3     ,3      ,True   ,True ,False ,False   ,0.0        ,0.667      ,0.333      ,1       ,0       ,GG
569_3 ,0.06207624075151892  ,0.5522594261996967  ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,17 ,16    ,15     ,False  ,False,False ,False   ,0.0        ,0.8        ,0.2        ,2       ,0       ,GG
570_0 ,1.0000000000000004   ,0.3026975125421258  ,True     ,False,True ,False,True ,False,False,True ,0     ,0.0                ,168,111   ,104    ,True   ,True ,False ,True    ,0.113      ,0.864      ,0.022      ,5       ,10      ,OQ
570_1 ,0.29042417526799547  ,0.8823433667175914  ,False    ,False,False,False,False,False,False,False,1     ,0.5                ,41 ,34    ,33     ,False  ,False,False ,False   ,0.035      ,0.835      ,0.13       ,1       ,0       ,PA
570_2 ,0.13668745984435327  ,0.5845121416930903  ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,15 ,14    ,14     ,False  ,False,False ,False   ,0.0        ,0.893      ,0.107      ,0       ,0       ,FD PA
571_0 ,1.0                  ,0.3263604706697662  ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,14 ,13    ,13     ,True   ,False,False ,True    ,0.137      ,0.863      ,0.0        ,1       ,1       ,OQ
571_1 ,0.16954211631318422  ,0.6204694087614501  ,False    ,True ,False,False,False,False,False,False,1     ,0.3333333333333333 ,27 ,24    ,22     ,False  ,False,False ,False   ,0.106      ,0.773      ,0.121      ,1       ,2       ,PA
571_2 ,0.33340043287299903  ,0.7401015558667673  ,False    ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,33 ,27    ,26     ,True   ,True ,False ,True    ,0.0        ,0.875      ,0.125      ,2       ,2       ,CQ FD
571_3 ,0.051340204620674484 ,0.48551914853441314 ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,16 ,15    ,15     ,False  ,False,False ,False   ,0.131      ,0.69       ,0.179      ,1       ,2       ,PA
572_0 ,0.9999999999999992   ,0.22831281211187912 ,True     ,True ,False,False,False,False,False,False,0     ,0.0                ,73 ,58    ,57     ,True   ,True ,False ,False   ,0.102      ,0.852      ,0.047      ,1       ,4       ,OQ
572_1 ,0.13360290525332577  ,0.6144953817983664  ,False    ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,18 ,16    ,16     ,False  ,True ,True  ,False   ,0.0        ,0.705      ,0.295      ,2       ,1       ,PA
572_2 ,0.09993187333047288  ,0.45627517240732146 ,False    ,True ,False,False,False,False,False,True ,2     ,0.6666666666666666 ,6  ,6     ,6      ,False  ,True ,False ,False   ,0.151      ,0.559      ,0.291      ,0       ,1       ,RQ
572_3 ,0.18185664559647025  ,0.7662563964522467  ,True     ,True ,True ,False,False,False,False,False,3     ,1.0                ,24 ,20    ,20     ,False  ,False,False ,False   ,0.177      ,0.823      ,0.0        ,1       ,2       ,IR
573_0 ,1.0                  ,0.1702166617436821  ,False    ,True ,False,False,True ,False,False,False,0     ,0.0                ,28 ,27    ,26     ,True   ,False,False ,False   ,0.085      ,0.716      ,0.199      ,3       ,1       ,OQ
573_1 ,0.12109575156642347  ,0.36785690305319446 ,True     ,False,False,False,True ,False,False,False,1     ,0.125              ,38 ,31    ,30     ,False  ,False,False ,False   ,0.094      ,0.851      ,0.055      ,1       ,2       ,FD
573_2 ,0.23803266154346497  ,0.31453006879472056 ,False    ,False,False,False,False,False,False,False,2     ,0.25               ,38 ,32    ,29     ,True   ,True ,True  ,False   ,0.153      ,0.763      ,0.084      ,3       ,3       ,FD
573_3 ,0.060172086754169116 ,0.3663960990865609  ,False    ,False,False,False,False,False,False,True ,3     ,0.375              ,21 ,17    ,16     ,False  ,False,False ,False   ,0.218      ,0.782      ,0.0        ,0       ,3       ,FD IR
573_4 ,0.0052640183450442   ,0.8032033962461198  ,False    ,False,False,False,False,False,False,False,4     ,0.5                ,225,101   ,99     ,True   ,False,False ,False   ,0.136      ,0.836      ,0.028      ,2       ,6       ,FD
573_5 ,0.06738980111682566  ,0.2713728058109748  ,False    ,False,False,False,False,False,False,False,5     ,0.625              ,20 ,16    ,16     ,False  ,False,False ,False   ,0.0        ,0.918      ,0.082      ,0       ,0       ,PA
573_6 ,0.1710707209020921   ,0.3607358409997503  ,False    ,False,False,False,True ,False,False,False,6     ,0.75               ,37 ,30    ,30     ,False  ,False,False ,False   ,0.029      ,0.971      ,0.0        ,1       ,6       ,OQ RQ
573_7 ,0.1219172697395622   ,0.336433527401042   ,False    ,False,False,False,False,False,False,True ,7     ,0.875              ,36 ,29    ,29     ,False  ,False,False ,False   ,0.0        ,0.8        ,0.2        ,1       ,0       ,CQ
573_8 ,0.19903519769457279  ,0.32496992927113666 ,True     ,True ,False,False,False,False,False,False,8     ,1.0                ,33 ,27    ,27     ,False  ,False,False ,False   ,0.105      ,0.845      ,0.05       ,1       ,2       ,CQ
574_0 ,1.0000000000000033   ,0.6025435208574972  ,True     ,True ,True ,False,True ,False,False,False,0     ,0.0                ,121,81    ,77     ,True   ,False,False ,False   ,0.041      ,0.805      ,0.154      ,11      ,4       ,OQ
574_1 ,0.20596121094972225  ,0.4640437328337656  ,False    ,False,False,False,False,False,False,False,1     ,0.125              ,52 ,43    ,42     ,False  ,True ,False ,False   ,0.0        ,0.808      ,0.192      ,4       ,2       ,IR PA
574_2 ,0.30011407812061575  ,0.4420523596240828  ,False    ,True ,False,False,False,False,False,False,2     ,0.25               ,16 ,13    ,13     ,True   ,False,False ,False   ,0.161      ,0.839      ,0.0        ,0       ,1       ,FD
574_3 ,0.26977262798617996  ,0.48854219777429847 ,False    ,False,False,False,False,False,False,False,3     ,0.375              ,55 ,45    ,43     ,False  ,False,False ,False   ,0.0        ,0.964      ,0.036      ,1       ,0       ,PA
574_4 ,0.5699928079144689   ,0.9241850028487432  ,False    ,True ,True ,True ,False,False,False,True ,4     ,0.5                ,279,158   ,142    ,True   ,True ,False ,True    ,0.05       ,0.867      ,0.083      ,22      ,8       ,FD FQ NF
574_5 ,0.3206206289697012   ,0.49333116417329487 ,False    ,True ,False,False,True ,False,False,False,5     ,0.625              ,39 ,29    ,28     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,2       ,0       ,FD PA
574_6 ,0.40543606890593825  ,0.6322498817426535  ,False    ,False,True ,False,False,False,False,False,6     ,0.75               ,45 ,35    ,33     ,True   ,False,False ,False   ,0.21       ,0.723      ,0.067      ,3       ,3       ,NF
574_7 ,0.3025620024768859   ,0.529489545095945   ,False    ,False,False,False,False,False,False,False,7     ,0.875              ,27 ,22    ,22     ,True   ,True ,True  ,False   ,0.0        ,0.925      ,0.075      ,1       ,0       ,PF
574_8 ,0.15836929756768353  ,0.2821308474375879  ,False    ,False,False,False,False,False,False,False,8     ,1.0                ,18 ,18    ,18     ,False  ,True ,False ,False   ,0.0        ,0.577      ,0.423      ,2       ,0       ,GG
575_0 ,1.0000000000000007   ,0.19123524858319332 ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,17 ,16    ,16     ,True   ,False,False ,False   ,0.107      ,0.78       ,0.112      ,1       ,0       ,OQ
575_1 ,0.0                  ,0.5687707501757397  ,False    ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,19 ,15    ,14     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,FD PA
575_2 ,0.1963044123136976   ,0.8852959009682185  ,False    ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,43 ,32    ,30     ,False  ,False,False ,False   ,0.032      ,0.92       ,0.048      ,5       ,0       ,FD PA
575_3 ,0.21755073865749797  ,0.4603025601844667  ,False    ,False,False,False,True ,False,False,False,3     ,1.0                ,8  ,8     ,8      ,False  ,False,False ,False   ,0.196      ,0.804      ,0.0        ,2       ,0       ,RQ
576_0 ,0.9999999999999998   ,0.42662147504389625 ,True     ,False,False,False,True ,False,False,False,0     ,0.0                ,145,101   ,94     ,True   ,True ,True  ,True    ,0.062      ,0.892      ,0.047      ,1       ,4       ,OQ
576_1 ,0.3775164136900544   ,0.951747087110677   ,False    ,False,False,False,True ,False,False,False,1     ,0.3333333333333333 ,154,93    ,85     ,False  ,True ,False ,False   ,0.0        ,0.824      ,0.176      ,9       ,6       ,PA
576_2 ,0.34420724996080815  ,0.5201899325673912  ,False    ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,41 ,30    ,28     ,False  ,False,True  ,False   ,0.0        ,0.912      ,0.088      ,1       ,0       ,PF
576_3 ,0.21849948650680137  ,0.6043530612760223  ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,30 ,26    ,25     ,False  ,True ,False ,False   ,0.0        ,0.657      ,0.343      ,6       ,3       ,GG
577_0 ,1.0000000000000004   ,0.1893076728301632  ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,31 ,28    ,28     ,True   ,False,False ,False   ,0.195      ,0.805      ,0.0        ,0       ,0       ,OQ
577_1 ,0.1501550006514289   ,0.9672237505455832  ,False    ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,187,108   ,101    ,False  ,True ,False ,True    ,0.042      ,0.803      ,0.155      ,6       ,14      ,PA
577_2 ,0.2695236511816689   ,0.45475307257811715 ,False    ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,16 ,13    ,13     ,True   ,True ,False ,False   ,0.0        ,0.833      ,0.167      ,2       ,0       ,FD PF
577_3 ,0.07267142621564862  ,0.4853167484616224  ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,18 ,18    ,17     ,False  ,False,False ,False   ,0.106      ,0.734      ,0.16       ,1       ,2       ,PA PF
578_0 ,1.0000000000000007   ,0.03271195949646352 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,5  ,4     ,4      ,True   ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,OQ
578_1 ,0.0                  ,0.6574057126851114  ,False    ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,20 ,18    ,18     ,False  ,False,True  ,False   ,0.064      ,0.676      ,0.26       ,1       ,3       ,PA
578_2 ,0.0                  ,0.45605552138752453 ,False    ,False,False,False,False,False,False,False,2     ,0.6666666666666666 ,1  ,1     ,1      ,True   ,True ,False ,False   ,0.0        ,0.286      ,0.714      ,1       ,0       ,GG
578_3 ,0.045917120632417874 ,0.8857564611231512  ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,23 ,19    ,18     ,False  ,True ,True  ,False   ,0.0        ,0.759      ,0.241      ,3       ,2       ,PF
579_0 ,1.0000000000000002   ,0.2121119659860427  ,True     ,False,False,False,False,False,False,True ,0     ,0.0                ,13 ,13    ,13     ,True   ,False,False ,False   ,0.079      ,0.711      ,0.209      ,0       ,0       ,OQ
579_1 ,0.21772579944948356  ,0.7652642377861866  ,False    ,False,False,False,False,False,False,True ,1     ,0.3333333333333333 ,29 ,25    ,25     ,False  ,True ,True  ,False   ,0.0        ,0.805      ,0.195      ,2       ,0       ,PA
579_2 ,0.08109156235723648  ,0.48141165620075177 ,True     ,False,True ,False,False,False,False,False,2     ,0.6666666666666666 ,16 ,16    ,16     ,True   ,True ,True  ,False   ,0.0        ,0.73       ,0.27       ,1       ,0       ,FQ
579_3 ,0.1531282057329656   ,0.8710209176771956  ,False    ,True ,False,False,False,False,False,False,3     ,1.0                ,53 ,43    ,43     ,False  ,True ,True  ,False   ,0.0        ,0.792      ,0.208      ,3       ,0       ,PA
580_0 ,0.999999999999998    ,0.34463727441768394 ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,52 ,42    ,42     ,True   ,True ,False ,False   ,0.018      ,0.846      ,0.136      ,1       ,1       ,OQ
580_1 ,0.27873308141013403  ,0.8697532443615336  ,False    ,False,False,False,False,False,False,False,1     ,0.5                ,35 ,30    ,30     ,False  ,False,False ,False   ,0.0        ,0.912      ,0.088      ,1       ,0       ,PA
580_2 ,0.2554126021389655   ,0.6468698400621238  ,False    ,False,False,False,False,False,False,False,2     ,1.0                ,17 ,17    ,17     ,True   ,True ,False ,False   ,0.0        ,0.81       ,0.19       ,2       ,0       ,FD PF
581_0 ,1.0000000000000002   ,0.18117988661941345 ,True     ,False,False,False,False,False,False,True ,0     ,0.0                ,29 ,23    ,22     ,True   ,False,False ,False   ,0.026      ,0.826      ,0.148      ,0       ,1       ,FD OQ
581_1 ,0.2154192443941611   ,0.6390819841692628  ,False    ,False,False,False,False,False,False,False,1     ,0.5                ,11 ,9     ,9      ,False  ,False,False ,False   ,0.061      ,0.658      ,0.281      ,1       ,1       ,PA
581_2 ,0.07483168720377208  ,0.8211040490531861  ,True     ,False,False,False,True ,True ,False,False,2     ,1.0                ,31 ,14    ,14     ,True   ,True ,True  ,False   ,0.111      ,0.547      ,0.342      ,1       ,1       ,PF
582_0 ,1.0000000000000004   ,0.18243819031341146 ,True     ,False,False,False,False,False,False,False,0     ,0.0                ,8  ,8     ,8      ,True   ,False,False ,False   ,0.0        ,0.636      ,0.364      ,1       ,0       ,OQ
582_1 ,0.3364395268738343   ,0.33682207387341306 ,True     ,False,False,False,False,False,False,True ,1     ,0.25               ,7  ,7     ,7      ,True   ,False,False ,False   ,0.0        ,0.784      ,0.216      ,0       ,0       ,FQ RQ
582_2 ,0.11592565714434463  ,0.8322982026759695  ,False    ,False,False,False,False,False,False,True ,2     ,0.5                ,29 ,24    ,24     ,False  ,False,True  ,False   ,0.0        ,0.721      ,0.279      ,1       ,0       ,PA
582_3 ,0.0                  ,0.27537375096728567 ,False    ,False,False,False,False,False,False,False,3     ,0.75               ,1  ,1     ,1      ,True   ,True ,False ,False   ,0.0        ,0.286      ,0.714      ,1       ,0       ,GG
582_4 ,0.10471566516862252  ,0.7948929726138448  ,False    ,False,False,False,False,False,False,False,4     ,1.0                ,26 ,19    ,19     ,False  ,False,False ,False   ,0.0        ,0.752      ,0.248      ,1       ,1       ,GG
583_0 ,1.0                  ,0.23210468647004667 ,True     ,False,False,False,False,False,False,True ,0     ,0.0                ,33 ,19    ,18     ,True   ,True ,False ,False   ,0.0        ,0.792      ,0.208      ,0       ,0       ,OQ
583_1 ,0.14171414506955057  ,0.2995306927558117  ,False    ,False,False,False,False,False,False,False,1     ,0.125              ,9  ,9     ,9      ,False  ,False,False ,False   ,0.0        ,0.814      ,0.186      ,1       ,0       ,PA
583_2 ,0.17711830871522338  ,0.5029889916788288  ,False    ,False,False,False,False,False,False,False,2     ,0.25               ,26 ,22    ,22     ,True   ,True ,False ,False   ,0.0        ,0.826      ,0.174      ,1       ,0       ,FD
583_3 ,0.1406331239376643   ,0.4264838540692997  ,False    ,True ,False,False,False,False,False,False,3     ,0.375              ,18 ,17    ,16     ,False  ,False,False ,False   ,0.067      ,0.846      ,0.087      ,0       ,1       ,FD
583_4 ,0.09022417569940025  ,0.3761083670216858  ,True     ,False,False,False,False,False,False,False,4     ,0.5                ,36 ,30    ,30     ,True   ,True ,False ,True    ,0.047      ,0.794      ,0.159      ,2       ,1       ,CQ FQ
583_5 ,0.15609926517806605  ,0.8385840954553883  ,True     ,False,False,False,False,False,False,False,5     ,0.625              ,207,67    ,63     ,False  ,False,True  ,False   ,0.01       ,0.935      ,0.056      ,1       ,5       ,PA
583_6 ,0.06841170536282416  ,0.4739295681866339  ,False    ,False,False,False,False,False,False,False,6     ,0.75               ,35 ,28    ,28     ,True   ,True ,True  ,False   ,0.0        ,0.801      ,0.199      ,3       ,0       ,FD
583_7 ,0.181966021731742    ,0.24552504088284813 ,False    ,False,False,False,False,False,False,False,7     ,0.875              ,13 ,13    ,13     ,True   ,False,False ,False   ,0.104      ,0.769      ,0.126      ,0       ,1       ,FD PF
583_8 ,0.09970622555151899  ,0.4222237487517124  ,False    ,False,False,False,False,False,False,True ,8     ,1.0                ,16 ,15    ,15     ,False  ,False,True  ,False   ,0.126      ,0.76       ,0.114      ,2       ,1       ,FD
584_0 ,0.9999999999999999   ,0.24432615660950677 ,False    ,False,False,False,False,False,False,True ,0     ,0.0                ,48 ,41    ,41     ,True   ,False,False ,False   ,0.075      ,0.831      ,0.095      ,3       ,1       ,OQ
584_1 ,0.1253432273768083   ,0.33959340275453354 ,True     ,False,True ,True ,False,False,False,False,1     ,0.16666666666666666,12 ,10    ,10     ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,CQ IR
584_2 ,0.2457565767882936   ,0.5540949926222226  ,False    ,False,False,True ,False,False,False,False,2     ,0.3333333333333333 ,28 ,26    ,25     ,True   ,False,False ,False   ,0.0        ,1.0        ,0.0        ,1       ,0       ,FD
584_3 ,0.10901011054308841  ,0.5608909193874445  ,False    ,False,True ,False,False,False,False,False,3     ,0.5                ,33 ,29    ,29     ,False  ,False,False ,False   ,0.0        ,0.806      ,0.194      ,2       ,1       ,PA
584_4 ,0.13075638729836359  ,0.5480807427012052  ,False    ,False,False,False,False,False,False,False,4     ,0.6666666666666666 ,40 ,30    ,29     ,False  ,False,False ,False   ,0.029      ,0.937      ,0.035      ,0       ,1       ,PA
584_5 ,0.025062385019936732 ,0.20811258819119915 ,False    ,False,False,False,False,False,False,False,5     ,0.8333333333333334 ,3  ,3     ,3      ,False  ,True ,False ,False   ,0.0        ,0.508      ,0.492      ,0       ,0       ,PF
584_6 ,0.11030779891687419  ,0.7161148502339517  ,False    ,False,False,True ,True ,False,False,False,6     ,1.0                ,61 ,53    ,52     ,False  ,False,False ,False   ,0.018      ,0.773      ,0.209      ,4       ,2       ,PA
585_0 ,1.0000000000000002   ,0.265639057290126   ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,18 ,16    ,16     ,True   ,False,False ,False   ,0.062      ,0.767      ,0.17       ,2       ,0       ,OQ
585_1 ,0.2607587932573676   ,0.7185604894547273  ,True     ,False,False,False,False,False,True ,False,1     ,0.25               ,40 ,34    ,32     ,False  ,False,False ,False   ,0.096      ,0.873      ,0.031      ,4       ,1       ,CQ PA
585_2 ,0.1360258975013453   ,0.72006273321484    ,True     ,False,False,False,False,False,False,False,2     ,0.5                ,37 ,27    ,27     ,False  ,False,True  ,False   ,0.091      ,0.859      ,0.05       ,1       ,1       ,FD PA
585_3 ,0.0                  ,0.3239364419940904  ,False    ,False,False,False,False,False,False,False,3     ,0.75               ,9  ,8     ,8      ,False  ,False,True  ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,JK
585_4 ,0.1669690837215027   ,0.6507282221431677  ,False    ,False,False,False,False,False,False,True ,4     ,1.0                ,30 ,26    ,25     ,True   ,True ,True  ,False   ,0.0        ,0.891      ,0.109      ,1       ,0       ,FD PF
586_0 ,0.9999999999999972   ,0.44422699408508515 ,False    ,False,False,True ,True ,False,False,False,0     ,0.0                ,106,83    ,79     ,True   ,False,False ,False   ,0.067      ,0.827      ,0.106      ,4       ,6       ,OQ
586_1 ,0.2923332837825261   ,0.8753578246761922  ,False    ,False,False,False,True ,False,False,False,1     ,0.25               ,273,159   ,143    ,False  ,True ,False ,False   ,0.067      ,0.795      ,0.137      ,16      ,21      ,PA
586_2 ,0.45995486230499916  ,0.7219294650197131  ,True     ,False,False,False,False,False,False,False,2     ,0.5                ,207,128   ,126    ,True   ,True ,False ,False   ,0.046      ,0.874      ,0.081      ,11      ,8       ,FQ
586_3 ,0.1992918299143953   ,0.33007761853213125 ,False    ,False,True ,False,False,False,False,False,3     ,0.75               ,37 ,28    ,27     ,True   ,False,False ,False   ,0.212      ,0.788      ,0.0        ,2       ,4       ,FD
586_4 ,0.17644619044590693  ,0.4554953580964902  ,False    ,False,False,True ,True ,False,False,False,4     ,1.0                ,61 ,53    ,52     ,False  ,False,False ,False   ,0.045      ,0.755      ,0.2        ,4       ,3       ,PA
587_0 ,0.9999999999999998   ,0.40906786891879765 ,True     ,False,False,False,False,True ,False,False,0     ,0.0                ,36 ,29    ,28     ,True   ,True ,False ,False   ,0.029      ,0.835      ,0.135      ,1       ,1       ,OQ
587_1 ,0.3866553019038006   ,0.9516165165543614  ,True     ,False,True ,False,False,False,False,False,1     ,0.5                ,70 ,48    ,44     ,False  ,True ,True  ,False   ,0.041      ,0.664      ,0.294      ,3       ,3       ,FD PA
587_2 ,0.20858624536425588  ,0.4917544668291341  ,True     ,False,True ,False,False,True ,False,False,2     ,1.0                ,26 ,23    ,22     ,False  ,False,False ,False   ,0.0        ,0.922      ,0.078      ,1       ,0       ,RQ
588_0 ,1.0                  ,0.5370009953352942  ,True     ,False,True ,False,False,False,False,True ,0     ,0.0                ,94 ,40    ,38     ,True   ,False,False ,False   ,0.0        ,0.873      ,0.127      ,1       ,0       ,OQ
588_1 ,0.19551522781850578  ,0.40782846987895444 ,False    ,False,False,False,False,False,False,False,1     ,0.25               ,14 ,14    ,14     ,False  ,False,False ,False   ,0.0        ,0.895      ,0.105      ,0       ,0       ,PA
588_2 ,0.5079739309279014   ,0.9473019833161133  ,False    ,False,False,True ,False,False,False,False,2     ,0.5                ,98 ,67    ,63     ,False  ,False,True  ,False   ,0.0        ,0.826      ,0.174      ,3       ,1       ,PA
588_3 ,0.0205258132985844   ,0.17283421508070018 ,False    ,False,False,False,False,False,False,False,3     ,0.75               ,2  ,2     ,2      ,True   ,True ,False ,False   ,0.0        ,0.263      ,0.737      ,0       ,0       ,PF
588_4 ,0.3015692341965822   ,0.3877522335986534  ,True     ,False,False,False,False,False,False,True ,4     ,1.0                ,6  ,6     ,6      ,False  ,False,False ,False   ,0.0        ,1.0        ,0.0        ,0       ,0       ,FQ RQ
589_0 ,1.0000000000000002   ,0.23471167647904184 ,True     ,False,False,False,True ,False,False,False,0     ,0.0                ,81 ,56    ,51     ,True   ,True ,True  ,False   ,0.05       ,0.862      ,0.088      ,3       ,3       ,FD
589_1 ,0.1738863229039912   ,0.8344111926236353  ,False    ,False,False,False,False,False,False,False,1     ,0.16666666666666666,56 ,34    ,34     ,False  ,False,False ,True    ,0.018      ,0.982      ,0.0        ,1       ,1       ,FD PA
589_2 ,0.09544038702227281  ,0.41315315469444236 ,False    ,False,False,False,False,False,False,True ,2     ,0.3333333333333333 ,24 ,22    ,21     ,True   ,True ,True  ,False   ,0.0        ,0.838      ,0.162      ,1       ,0       ,FD PF
589_3 ,0.17578946744054785  ,0.4936794155243242  ,False    ,True ,False,False,False,False,False,False,3     ,0.5                ,28 ,25    ,23     ,True   ,True ,True  ,False   ,0.144      ,0.856      ,0.0        ,3       ,2       ,FD NF
589_4 ,0.0577091994575777   ,0.4518827588933414  ,False    ,False,False,False,False,False,False,False,4     ,0.6666666666666666 ,9  ,6     ,6      ,False  ,False,False ,False   ,0.106      ,0.894      ,0.0        ,0       ,1       ,FD
589_5 ,0.015490542635231655 ,0.22072339132302957 ,False    ,False,False,False,False,False,False,False,5     ,0.8333333333333334 ,5  ,5     ,5      ,True   ,True ,True  ,False   ,0.0        ,0.682      ,0.318      ,1       ,0       ,GG
589_6 ,0.21492371938245972  ,0.8819517082015298  ,False    ,True ,False,False,False,False,False,True ,6     ,1.0                ,83 ,48    ,47     ,True   ,True ,True  ,False   ,0.017      ,0.763      ,0.22       ,8       ,1       ,PF
590_0 ,1.0000000000000004   ,0.17484990838682635 ,True     ,False,False,False,True ,False,False,False,0     ,0.0                ,40 ,32    ,31     ,True   ,True ,True  ,False   ,0.0        ,0.907      ,0.093      ,0       ,1       ,FD OQ
590_1 ,0.19760003794442688  ,0.9283910738847526  ,False    ,False,False,False,False,False,False,False,1     ,0.5                ,35 ,28    ,28     ,False  ,False,False ,False   ,0.0        ,0.874      ,0.126      ,2       ,1       ,PA
590_2 ,0.017715461116433465 ,0.553441641124667   ,True     ,False,False,False,False,False,False,False,2     ,1.0                ,12 ,11    ,11     ,False  ,False,False ,False   ,0.0        ,0.833      ,0.167      ,0       ,0       ,IR
591_0 ,1.0                  ,0.1955081464078406  ,False    ,False,False,False,False,False,False,False,0     ,0.0                ,9  ,9     ,9      ,True   ,True ,False ,False   ,0.071      ,0.609      ,0.32       ,2       ,0       ,OQ
591_1 ,0.20948866653314596  ,0.9297332419405989  ,False    ,False,False,False,False,False,False,False,1     ,0.3333333333333333 ,55 ,45    ,44     ,False  ,True ,False ,False   ,0.0        ,0.759      ,0.241      ,6       ,1       ,PA
591_2 ,0.030580682922046937 ,0.3494944648354314  ,True     ,False,False,False,False,True ,False,False,2     ,0.6666666666666666 ,7  ,7     ,7      ,False  ,False,False ,False   ,0.286      ,0.555      ,0.159      ,0       ,1       ,NF
591_3 ,0.0                  ,0.33607600979997254 ,False    ,False,False,False,False,False,False,False,3     ,1.0                ,7  ,7     ,7      ,False  ,False,False ,False   ,0.268      ,0.732      ,0.0        ,0       ,0       ,NF
592_0 ,0.9999999999999989   ,0.406331562011765   ,True     ,False,True ,False,False,False,False,False,0     ,0.0                ,67 ,29    ,28     ,True   ,False,False ,False   ,0.112      ,0.84       ,0.048      ,6       ,2       ,OQ
592_1 ,0.2708758639679953   ,0.7742022362687205  ,False    ,False,False,False,False,False,False,False,1     ,0.25               ,84 ,54    ,52     ,True   ,False,False ,False   ,0.093      ,0.838      ,0.069      ,0       ,6       ,FD
592_2 ,0.3331821932214937   ,0.6347596675339109  ,False    ,False,True ,False,False,False,False,False,2     ,0.5                ,45 ,27    ,26     ,False  ,False,False ,False   ,0.064      ,0.907      ,0.029      ,1       ,1       ,PA
592_3 ,0.1588333764249554   ,0.4542581929196182  ,False    ,False,False,False,False,False,False,False,3     ,0.75               ,20 ,20    ,20     ,True   ,False,True  ,False   ,0.0        ,0.927      ,0.073      ,0       ,0       ,FD PA
592_4 ,0.07217085421390743  ,0.2364996579066716  ,False    ,False,False,False,False,False,False,False,4     ,1.0                ,6  ,6     ,6      ,True   ,True ,False ,False   ,0.107      ,0.656      ,0.238      ,0       ,1       ,FD PF
593_0 ,0.9999999999999999   ,0.2381794252145586  ,True     ,False,True ,False,False,False,False,False,0     ,0.0                ,30 ,27    ,27     ,True   ,False,False ,False   ,0.079      ,0.86       ,0.061      ,1       ,1       ,OQ
593_1 ,0.16212799696907912  ,0.7261742910049866  ,False    ,False,True ,False,False,False,False,False,1     ,0.25               ,42 ,34    ,33     ,False  ,False,False ,False   ,0.0        ,0.895      ,0.105      ,0       ,0       ,PA
593_2 ,0.2034065050260868   ,0.6611260731223466  ,False    ,False,False,False,True ,False,False,False,2     ,0.5                ,29 ,24    ,22     ,False  ,False,False ,False   ,0.0        ,0.945      ,0.055      ,0       ,0       ,PA
593_3 ,0.11397302454240561  ,0.3748880780990219  ,False    ,False,False,False,False,False,False,False,3     ,0.75               ,7  ,7     ,7      ,False  ,False,False ,False   ,0.152      ,0.759      ,0.09       ,0       ,0       ,FD NF
593_4 ,0.09201652923117584  ,0.6026099608245381  ,False    ,False,False,False,False,False,False,False,4     ,1.0                ,24 ,16    ,16     ,False  ,False,False ,False   ,0.0        ,0.873      ,0.127      ,0       ,0       ,PA
